timestamp,open,high,low,close,volume,symbol,ema50,ema200,rsi,macd_line,macd_signal,label
1753720200000.0,118283.5,118360.0,118155.4,118317.7,266.209,BTCUSDT,118052.90048368668,117997.7572366516,57.15902169691542,-17.324419737022254,-71.45840832319548,0
1753719300000.0,118054.9,118307.7,118006.2,118283.5,302.947,BTCUSDT,118061.94360197349,118000.6004482272,56.38227030391533,11.287400005516249,-54.909246657453146,0
1753718400000.0,118160.0,118163.2,117987.0,118054.9,509.658,BTCUSDT,118061.66738228824,118001.14074227471,51.35834601365432,15.33953911997378,-40.85948950196776,0
1753717500000.0,118229.7,118375.3,118105.1,118160.0,551.045,BTCUSDT,118065.52356337498,118002.72143140632,53.41362425836677,26.723528008849826,-27.34288599980424,0
1753716600000.0,118409.4,118513.7,118156.1,118229.7,796.293,BTCUSDT,118071.96185500734,118004.97992462615,54.77828306991216,40.89817995301564,-13.69467280924026,0
1753715700000.0,118175.1,118409.9,118108.1,118409.4,1162.778,BTCUSDT,118085.19472343844,118009.00400497814,58.179645069106144,65.87264310070896,2.2187903727495826,0
1753714800000.0,117980.0,118188.1,117888.0,118175.1,607.661,BTCUSDT,118088.72042055849,118010.65670144605,52.6221013273004,65.99824650016672,14.974681598233008,0
1753713900000.0,118247.9,118270.5,117925.0,117980.0,705.449,BTCUSDT,118084.45687465424,118010.3516596406,48.47011833096728,49.78100418920803,21.935946116428013,0
1753713000000.0,118071.8,118250.0,117874.0,118247.9,1725.868,BTCUSDT,118090.86640898151,118012.7153247188,53.85428934825256,57.8788228436897,29.124521461880352,0
1753712100000.0,118469.3,118522.2,118000.0,118071.8,3333.858,BTCUSDT,118090.11870666852,118013.30323193556,50.14525487750099,49.51581668588915,33.20278050668212,0
1753711200000.0,118429.5,118691.8,118297.3,118469.3,916.536,BTCUSDT,118104.988561309,118017.84051320984,57.29487585639253,74.10872278234456,41.38396896181461,0
1753710300000.0,118654.3,118788.0,118227.1,118429.5,1764.575,BTCUSDT,118117.7145000812,118021.93662750623,56.4223895559393,89.35719652991975,50.978614475435634,0
1753709400000.0,118601.1,119084.7,118300.0,118654.3,2734.143,BTCUSDT,118138.75706870544,118028.22880036688,60.11668792880944,118.21845434891291,64.4265824501311,0
1753708500000.0,118667.2,118752.8,118383.3,118601.1,1037.227,BTCUSDT,118156.88816405034,118033.92901130852,58.84529351595103,135.23945743389777,78.58915744688443,0
1753707600000.0,118836.6,118861.6,118666.7,118667.2,431.064,BTCUSDT,118176.90039291112,118040.2302151761,59.97785078144845,152.30674523627383,93.33267500476232,0
1753706700000.0,118965.4,119000.0,118793.0,118836.6,333.768,BTCUSDT,118202.77096573812,118048.15429263705,62.80302306620142,177.45625282803667,110.15739056941716,0
1753705800000.0,118904.1,118989.2,118835.1,118965.4,214.096,BTCUSDT,118232.67798668958,118057.28111559586,64.8355464182863,205.41263338763383,129.20843913306052,0
1753704900000.0,118894.2,119092.0,118815.0,118904.1,642.14,BTCUSDT,118259.00826172138,118065.70717414716,63.0692054057516,220.0848673487053,147.38372477618947,0
1753704000000.0,118810.6,119040.8,118777.3,118894.2,895.104,BTCUSDT,118283.91774165387,118073.95088385712,62.7717751180237,228.2823741005559,163.56345464106278,0
1753703100000.0,118689.5,118826.9,118689.5,118810.6,296.693,BTCUSDT,118304.57194786351,118081.2807258088,60.19040166476202,225.4344677198096,175.93765725681217,1
1753702200000.0,118551.2,118764.3,118435.7,118689.5,903.662,BTCUSDT,118319.66716559438,118087.33265888534,56.56185570824335,210.9737494133005,182.94487568810987,0
1753701300000.0,118681.2,118715.3,118531.0,118551.2,551.342,BTCUSDT,118328.74688459068,118091.94825431932,52.65767604309139,186.2073889234598,183.59737833517988,0
1753700400000.0,118767.6,118871.7,118650.0,118681.2,242.707,BTCUSDT,118342.56857539104,118097.81145576888,55.74960264622244,175.05189407900616,181.88828148394515,0
1753699500000.0,118665.5,118808.4,118647.2,118767.6,364.794,BTCUSDT,118359.23647439532,118104.47601839804,57.72571201963097,171.20924832815945,179.75247485278803,0
1753698600000.0,118933.0,118933.1,118576.5,118665.5,670.295,BTCUSDT,118371.24680873276,118110.0583465732,54.62148151880798,158.10279654811893,175.4225391918542,0
1753697700000.0,118761.1,118965.3,118761.1,118933.0,231.829,BTCUSDT,118393.27634564522,118118.24682073666,60.599641875829576,167.37149903898535,173.81233116128047,1
1753696800000.0,118921.4,118938.4,118759.8,118761.1,229.986,BTCUSDT,118407.70080267877,118124.64336978404,55.53636718940066,159.01311496159178,170.85248792134274,0
1753695900000.0,118745.2,119021.2,118733.5,118921.4,327.694,BTCUSDT,118427.84586924037,118132.57129645288,58.97840987049343,163.43987256519904,169.36996485011403,0
1753695000000.0,118837.0,118854.0,118706.8,118745.2,444.218,BTCUSDT,118440.29112927016,118138.66710444838,54.02751853448302,150.98972684078035,165.6939172482473,0
1753694100000.0,118905.7,119008.0,118828.2,118837.0,232.129,BTCUSDT,118455.84833988702,118145.61569047376,56.09538262834521,146.837735440291,161.92268088665605,0
1753693200000.0,119058.0,119058.1,118894.2,118905.7,443.488,BTCUSDT,118473.48958146007,118153.17871842926,57.63130024372636,147.39172809869342,159.01649032906354,0
1753692300000.0,118870.0,119104.4,118837.4,119058.0,474.602,BTCUSDT,118496.41155865772,118162.18191526082,60.89713462706781,158.29537786699075,158.872267836649,0
1753691400000.0,119010.2,119030.3,118767.8,118870.0,321.516,BTCUSDT,118511.06208576918,118169.22488127812,55.23705943325876,150.03703648468945,157.1052215662571,0
1753690500000.0,118903.8,119081.4,118835.3,119010.2,267.79,BTCUSDT,118530.63612162136,118177.5927929072,58.34629633310988,153.04104780642956,156.29238681429158,0
1753689600000.0,118885.8,119044.4,118800.0,118903.8,347.392,BTCUSDT,118545.26999920484,118184.81873526634,55.21195269212527,145.1628111176833,154.06647167496993,0
1753688700000.0,118875.3,118950.2,118868.4,118885.8,154.33,BTCUSDT,118558.62411688307,118191.79367322387,54.67683141981232,135.90022896988376,150.4332231339527,0
1753687800000.0,119051.5,119051.5,118753.0,118875.3,620.464,BTCUSDT,118571.0427789661,118198.59473120177,54.34593834543647,126.25689276898628,145.59795706095943,0
1753686900000.0,118872.1,119117.1,118785.3,119051.5,1486.196,BTCUSDT,118589.8842386145,118207.0813507918,58.84673996776921,131.31858785066288,142.74208321890012,0
1753686000000.0,119455.7,119455.8,118863.7,118872.1,970.52,BTCUSDT,118600.95152337472,118213.69845177895,53.10615049501918,119.4766841357341,138.08900340226694,0
1753685100000.0,119475.5,119497.4,119427.5,119455.7,212.727,BTCUSDT,118634.47107147767,118226.05667613936,65.05029653642157,155.39226744585903,141.54965621098535,0
1753684200000.0,119483.2,119492.9,119432.0,119475.5,174.793,BTCUSDT,118667.4525980864,118238.4889480186,65.37254759375472,183.3398923475761,149.90770343830349,0
1753683300000.0,119582.0,119599.0,119455.9,119483.2,215.9,BTCUSDT,118699.44269227907,118250.87413261544,65.50574868940075,203.7610811754421,160.6783789857312,0
1753682400000.0,119528.5,119610.0,119492.1,119582.0,295.579,BTCUSDT,118734.05278277796,118264.11916612176,67.24672510953346,225.3200059701921,173.6067043826234,0
1753681500000.0,119496.0,119699.1,119375.9,119528.5,381.622,BTCUSDT,118765.2075756102,118276.70006994143,65.32407199627733,235.37534584107925,185.9604326743146,0
1753680600000.0,119378.2,119505.2,119241.5,119496.0,255.684,BTCUSDT,118793.86610205688,118288.83240755396,64.12465797807734,237.9785284083773,196.3640518211272,0
1753679700000.0,119270.0,119462.2,119270.0,119378.2,384.71,BTCUSDT,118816.78115687818,118299.67188608578,59.83615088191966,227.90890189092897,202.67302183508752,0
1753678800000.0,119215.8,119312.5,119139.5,119270.0,255.56,BTCUSDT,118834.55444484374,118309.32689219438,56.123432970747686,208.79100189130983,203.896617846332,0
1753677900000.0,119280.0,119350.0,119187.1,119215.8,163.318,BTCUSDT,118849.5052509283,118318.34652510787,54.3056986021964,187.1095588501339,200.5392060470924,0
1753677000000.0,119153.1,119311.9,119121.5,119280.0,195.442,BTCUSDT,118866.38739795072,118327.91521640036,56.11865173945725,173.11173813298228,195.0537124642704,0
1753676100000.0,119258.0,119258.0,119130.6,119153.1,191.003,BTCUSDT,118877.63102940364,118336.12601026702,51.748156081924456,150.04892431604094,186.0527548346245,0
1753675200000.0,119287.6,119413.2,119257.9,119258.0,217.163,BTCUSDT,118892.5474596231,118345.29888578676,54.87656938874827,138.6379001082678,176.56978388935315,0
1753674300000.0,119230.0,119312.0,119226.0,119287.6,193.68,BTCUSDT,118908.03971610848,118354.67501627644,55.74841571177718,130.4789734485239,167.3516218011873,0
1753673400000.0,119275.2,119362.0,119229.9,119230.0,200.106,BTCUSDT,118920.66560959443,118363.38471760704,53.57897547674156,118.0048403282126,157.48226550659237,0
1753672500000.0,119367.6,119481.5,119264.5,119275.2,186.351,BTCUSDT,118934.5689190221,118372.45750648658,55.05698752600728,110.492572609146,148.08432692710312,0
1753671600000.0,119448.1,119542.3,119324.4,119367.6,457.832,BTCUSDT,118951.55053004084,118382.35942184491,58.0008782305176,110.7186583265866,140.6111932069998,0
1753670700000.0,119614.5,119648.5,119398.6,119448.1,396.076,BTCUSDT,118971.02305827454,118392.96380570716,60.432556355599424,116.0556923408003,135.7000930337599,0
1753669800000.0,119496.4,119844.9,119465.8,119614.5,1296.604,BTCUSDT,118996.25744814612,118405.1183947051,64.95003024797492,132.1886313280993,134.99780069262778,0
1753668900000.0,119216.2,119550.0,119216.1,119496.4,283.458,BTCUSDT,119015.87088155215,118415.97691814088,59.73708741956313,133.90089257081854,134.77841906826592,1
1753668000000.0,119044.1,119244.3,119017.9,119216.2,201.661,BTCUSDT,119023.72692541286,118423.93933686583,49.57138147308079,111.36433493965887,130.09560224254452,0
1753667100000.0,119076.7,119132.9,118950.0,119044.1,497.517,BTCUSDT,119024.52586951431,118430.11008973289,44.55607114581984,78.70960363389167,119.81840252081396,0
1753666200000.0,119399.1,119399.1,119069.0,119076.7,439.117,BTCUSDT,119026.57191384707,118436.5438201833,45.677237481035846,54.82900670051458,106.82052335675408,0
1753665300000.0,119248.4,119500.0,119184.0,119399.1,291.792,BTCUSDT,119041.1808584021,118446.12149361432,55.303390269548125,61.2128238415753,97.69898345371833,0
1753664400000.0,119250.1,119350.2,119070.1,119248.4,426.16,BTCUSDT,119049.3070992491,118454.10436432462,50.77423514330792,53.49515551800141,88.85821786657496,0
1753663500000.0,119263.2,119394.6,119115.4,119250.1,346.894,BTCUSDT,119057.1813306511,118462.02471890846,50.8231618962209,46.97453041528934,80.48148037631783,0
1753662600000.0,119649.3,119663.0,119263.1,119263.2,374.217,BTCUSDT,119065.260494155,118469.99661225268,51.22546567393487,42.375470515253255,72.86027840410492,0
1753661700000.0,119481.9,119718.6,119432.0,119649.3,474.398,BTCUSDT,119088.16400418812,118481.7309743198,61.279634004383226,69.08930711192079,72.10608414566809,0
1753660800000.0,119429.9,119481.9,119355.6,119481.9,249.607,BTCUSDT,119103.60463147488,118491.6829049236,55.89940749029995,75.87776248411683,72.86041981335785,0
1753659900000.0,119386.6,119454.0,119342.0,119429.9,179.137,BTCUSDT,119116.4005282798,118501.01839840694,54.30443830514514,76.18350088130683,73.52503602694765,0
1753659000000.0,119447.7,119480.0,119352.0,119386.6,219.786,BTCUSDT,119126.9965859943,118509.83015563672,52.94963180116104,72.10072041321837,73.24017290420178,0
1753658100000.0,119243.7,119539.0,119243.6,119447.7,325.254,BTCUSDT,119139.57319046512,118519.16219388907,54.66826152541548,72.95437422981195,73.18301316932383,0
1753657200000.0,119504.2,119556.0,119144.6,119243.7,824.068,BTCUSDT,119143.6565947606,118526.3715252932,48.32174336097288,56.51829816897225,69.85007016925351,0
1753656300000.0,119784.0,119784.0,119500.6,119504.2,420.109,BTCUSDT,119157.79555182882,118536.10116185744,55.43624219982365,63.777574210529565,68.63557097750872,0
1753655400000.0,119692.5,119784.0,119683.0,119784.0,416.003,BTCUSDT,119182.35258901202,118548.51806571956,61.55789002377546,91.05845915238024,73.12014861248304,1
1753654500000.0,119730.0,119784.0,119577.0,119692.5,640.149,BTCUSDT,119202.35836983508,118559.90097053828,58.717286754968384,104.09552331875602,79.31522355373764,0
1753653600000.0,119287.8,119781.9,119234.4,119730.0,1793.753,BTCUSDT,119223.050198469,118571.54374695085,59.54129896926468,116.1149266021821,86.67516416342653,1
1753652700000.0,119109.4,119294.9,119077.1,119287.8,333.389,BTCUSDT,119225.58940637218,118578.67067484188,47.50093249896533,88.93337730456551,87.12680679165433,1
1753651800000.0,119048.4,119119.9,118960.0,119109.4,222.465,BTCUSDT,119221.03295906346,118583.95156364945,43.66463702006123,52.39246685992112,80.1799388053077,0
1753650900000.0,118759.9,119060.6,118733.8,119048.4,313.948,BTCUSDT,119214.2630391002,118588.57294112556,42.403587379341545,18.30038640490966,67.8040283252281,1
1753650000000.0,118752.0,118875.5,118752.0,118759.9,176.735,BTCUSDT,119196.4448807041,118590.27768798004,36.96600868183652,-31.63272946617508,47.91667676694747,0
1753649100000.0,118893.0,118964.0,118730.8,118752.0,371.468,BTCUSDT,119179.0156696961,118591.88686521408,36.82674679705,-71.0238290293928,24.128575607679416,0
1753648200000.0,118994.0,118994.0,118855.0,118893.0,209.924,BTCUSDT,119167.7993689237,118594.88301580895,41.09232853375244,-89.82855000878044,1.337150484387443,0
1753647300000.0,119096.9,119193.4,118920.6,118994.0,271.588,BTCUSDT,119160.98370739727,118598.85432908453,44.00876179334595,-95.48092627456936,-18.02646486740392,0
1753646400000.0,118978.8,119197.9,118949.3,119096.9,244.345,BTCUSDT,119158.47062083268,118603.81000740208,46.89350090831714,-90.6127774654451,-32.543727387012154,0
1753645500000.0,118997.3,119045.1,118928.0,118978.8,193.366,BTCUSDT,119151.42471413336,118607.54125110952,44.08608223524179,-95.18715913959022,-45.07241373752777,0
1753644600000.0,118953.7,119098.0,118953.7,118997.3,189.058,BTCUSDT,119145.38060769676,118611.41944761592,44.64514014584024,-96.21053897957609,-55.30003878593743,0
1753643700000.0,118973.5,119003.8,118895.9,118953.7,158.022,BTCUSDT,119137.86372112042,118614.82522425656,43.54022981322226,-99.39397858093434,-64.11882674493683,0
1753642800000.0,119025.9,119030.2,118896.7,118973.5,257.94,BTCUSDT,119131.41808499803,118618.3941274978,44.21542656635953,-99.17594432467013,-71.13025026088349,0
1753732800000.0,3797.25,3805.09,3777.1,3780.82,23569.95,ETHUSDT,3792.8342637687856,3792.081021280165,47.86743762610381,-3.6780988162568073,-2.954598816659937,0
1753731900000.0,3771.55,3798.19,3763.23,3797.25,34290.66,ETHUSDT,3793.0074298955,3792.132453904242,53.38009941917807,-2.250084044498635,-2.8136958622276764,0
1753731000000.0,3798.7,3798.7,3768.74,3771.55,27575.61,ETHUSDT,3792.165962056461,3791.9276533678817,45.30924764193456,-3.1557695191095263,-2.8821105936040463,0
1753730100000.0,3800.75,3806.57,3797.59,3798.7,12639.12,ETHUSDT,3792.4221988385607,3791.995039901535,53.33605497732961,-1.6635770046977996,-2.638403875822797,0
1753729200000.0,3781.72,3802.46,3781.03,3800.75,39340.37,ETHUSDT,3792.748779276264,3792.082153932365,53.886389526826925,-0.3119893993357436,-2.1731209805253866,1
1753728300000.0,3776.5,3783.89,3768.55,3781.72,11984.62,ETHUSDT,3792.3162781281753,3791.979047923088,48.20321559455586,-0.7675604846012902,-1.8920088813405675,0
1753727400000.0,3771.0,3777.78,3753.49,3776.5,25850.66,ETHUSDT,3791.696031927071,3791.825027545744,46.74681682593859,-1.5321525259396367,-1.8200376102603812,0
1753726500000.0,3777.0,3779.9,3752.76,3771.0,27399.07,ETHUSDT,3790.884422831892,3791.617813341308,45.197309115776186,-2.552477885666576,-1.9665256653416203,0
1753725600000.0,3784.41,3788.19,3752.24,3777.0,77272.33,ETHUSDT,3790.339935662013,3791.47236246229,47.25142833778738,-2.8441575505735277,-2.142052042388002,0
1753724700000.0,3791.5,3796.0,3781.24,3784.41,12393.07,ETHUSDT,3790.107389165464,3791.402090198984,49.75614364264405,-2.449158341591101,-2.203473302228622,0
1753723800000.0,3802.38,3808.46,3786.73,3791.5,12498.6,ETHUSDT,3790.1620013550537,3791.40306442586,52.099819394654006,-1.54619134490531,-2.07201691076396,0
1753722900000.0,3792.79,3803.03,3777.51,3802.38,35740.29,ETHUSDT,3790.641138556816,3791.512287665404,55.52803570887456,0.0468020723828885,-1.6482531141345902,0
1753722000000.0,3805.19,3809.14,3792.18,3792.79,13948.46,ETHUSDT,3790.72540763302,3791.525001220972,51.99561683706331,0.5293262360996778,-1.2127372440877366,0
1753721100000.0,3816.84,3822.01,3804.2,3805.19,16532.01,ETHUSDT,3791.292646549372,3791.660971358077,55.90193142490119,1.890513814669248,-0.5920870323363397,0
1753720200000.0,3813.12,3817.43,3803.46,3816.84,8624.97,ETHUSDT,3792.2945035474354,3791.911508956504,59.25647791076884,3.864771731614837,0.2992847204538957,0
1753719300000.0,3797.58,3816.74,3793.88,3813.12,17042.21,ETHUSDT,3793.11118968283,3792.1225387181303,57.745920443465685,5.070759880428341,1.2535797524487848,0
1753718400000.0,3807.01,3809.08,3792.04,3797.58,17498.56,ETHUSDT,3793.2864371462488,3792.176841815463,51.80485129498324,4.718177833140544,1.9464993685871368,0
1753717500000.0,3805.93,3813.62,3789.05,3807.01,28142.22,ETHUSDT,3793.82461608169,3792.32443542924,54.84106510224283,5.140420641298078,2.585283623129325,0
1753716600000.0,3814.01,3820.68,3803.5,3805.93,18794.71,ETHUSDT,3794.299337019664,3792.459814181188,54.418230820624565,5.326503517873789,3.1335276020782183,0
1753715700000.0,3801.06,3821.33,3798.64,3814.01,72267.11,ETHUSDT,3795.0723041953634,3792.674243890828,57.08419241104434,6.0561524551585535,3.718052572694286,0
1753714800000.0,3784.86,3802.09,3780.16,3801.06,22399.94,ETHUSDT,3795.307115795545,3792.757684250124,51.84994659125999,5.525750312516266,4.079592120658682,0
1753713900000.0,3795.0,3796.32,3779.41,3784.86,29293.22,ETHUSDT,3794.8974249800335,3792.679100327237,46.1491927130742,3.754913872411634,4.014656471009273,0
1753713000000.0,3784.63,3797.83,3772.19,3795.0,79976.82,ETHUSDT,3794.901447529836,3792.70219385632,49.8648362231808,3.1336042527013888,3.838446027347696,0
1753712100000.0,3836.4,3840.11,3775.0,3784.63,180038.62,ETHUSDT,3794.498645665921,3792.6218735194407,46.343133435923406,1.7838761546063324,3.427532052799424,0
1753711200000.0,3843.8,3852.82,3832.17,3836.4,21334.69,ETHUSDT,3796.141836031964,3793.057476768004,61.10980256688863,4.835868372285859,3.709199316696711,0
1753710300000.0,3852.49,3861.19,3831.89,3843.8,40870.46,ETHUSDT,3798.010783638553,3793.5623774966807,62.69038182818829,7.76223414542801,4.519806282442971,0
1753709400000.0,3844.37,3869.72,3824.46,3852.49,67444.38,ETHUSDT,3800.147223495865,3794.148721999202,64.51428760871252,10.659731726716927,5.747791371297763,0
1753708500000.0,3859.01,3864.46,3832.66,3844.37,66991.94,ETHUSDT,3801.8814500254393,3794.648436208165,61.489442858420425,12.160623202350507,7.030357737508312,0
1753707600000.0,3871.28,3875.0,3850.52,3859.01,34662.65,ETHUSDT,3804.12178531856,3795.288849778233,64.70278761068336,14.365815974401356,8.497449384886922,0
1753706700000.0,3886.87,3887.82,3868.51,3871.28,15739.28,ETHUSDT,3806.755440796264,3796.044980626211,67.17491872260877,16.90862152544514,10.179683812998569,0
1753705800000.0,3883.54,3889.88,3880.9,3886.87,6451.96,ETHUSDT,3809.897188216018,3796.9487121622687,70.04555763203001,19.951803976827705,12.134107845764396,0
1753704900000.0,3882.01,3890.31,3880.0,3883.54,7822.22,ETHUSDT,3812.785141619312,3797.810317016376,68.66426300753062,21.84305172105269,14.075896620822055,0
1753704000000.0,3880.0,3887.25,3873.0,3882.01,13777.71,ETHUSDT,3815.499841947966,3798.648124807258,68.00074717544425,22.953823580817694,15.851482012821188,0
1753703100000.0,3871.36,3880.5,3871.35,3880.0,10595.92,ETHUSDT,3818.029259910791,3799.457596202211,67.08362673963293,23.402162518459136,17.36161811394878,1
1753702200000.0,3870.48,3876.64,3858.94,3871.36,32979.68,ETHUSDT,3820.120661482917,3800.173043006169,63.14150541139235,22.79750313890827,18.44879511894068,0
1753701300000.0,3879.16,3879.85,3867.45,3870.48,16065.82,ETHUSDT,3822.095537503195,3800.872614717551,62.73712354855655,21.99376712200774,19.157789519554093,0
1753700400000.0,3888.51,3894.45,3877.27,3879.16,10905.65,ETHUSDT,3824.333359561893,3801.651593675585,65.11063605764588,21.805839848116648,19.687399585266604,0
1753699500000.0,3886.68,3890.19,3880.8,3888.51,8060.82,ETHUSDT,3826.850090559466,3802.515856425082,67.51126233082718,22.155972726429354,20.18111421349916,0
1753698600000.0,3890.07,3890.07,3875.73,3886.68,18370.12,ETHUSDT,3829.1963615179184,3803.3533105900074,66.54614838955416,22.03182073392281,20.55125551758389,0
1753697700000.0,3882.17,3893.67,3882.16,3890.07,6301.12,ETHUSDT,3831.58356302702,3804.216163220952,67.47376693362587,21.953903124592216,20.83178503898556,0
1753696800000.0,3894.61,3897.9,3882.0,3882.17,10976.26,ETHUSDT,3833.5673448690977,3804.991823288405,63.08387589277734,21.01247020418077,20.8679220720246,0
1753695900000.0,3878.01,3896.97,3878.01,3894.61,14072.01,ETHUSDT,3835.961174482074,3805.883546439765,66.75213891592617,21.027786631730574,20.8998949839658,1
1753695000000.0,3881.87,3890.0,3872.16,3878.01,19547.46,ETHUSDT,3837.6101480317966,3806.601222594593,58.411234459707295,19.475937261501254,20.61510343947289,0
1753694100000.0,3887.04,3892.8,3878.45,3881.87,8204.86,ETHUSDT,3839.345828501138,3807.3501656533535,59.67308201946596,18.346073085263924,20.161297368631097,0
1753693200000.0,3892.18,3892.24,3883.73,3887.04,8330.59,ETHUSDT,3841.21618816776,3808.143099328445,61.363956728041806,17.664201459035212,19.661878186711924,0
1753692300000.0,3888.48,3895.14,3885.78,3892.18,5517.94,ETHUSDT,3843.214769023927,3808.979287394828,63.02390552994147,17.338698601346096,19.19724226963876,0
1753691400000.0,3898.06,3898.56,3883.0,3888.48,15175.82,ETHUSDT,3844.989876121028,3809.7703392615463,60.99247672182738,16.590926292884433,18.67597907428789,0
1753690500000.0,3887.86,3901.4,3887.38,3898.06,9667.22,ETHUSDT,3847.071057449615,3810.648843348497,64.20921676499016,16.58021093676325,18.25682544678297,0
1753689600000.0,3893.27,3903.0,3884.0,3887.86,20678.0,ETHUSDT,3848.670623824141,3811.417113563935,58.6623656654202,15.569192228272186,17.71929880308081,0
1753688700000.0,3889.82,3894.16,3886.81,3893.27,7299.25,ETHUSDT,3850.419618968292,3812.231570145389,60.60619803319421,15.031223813035922,17.181683805071835,0
1753687800000.0,3895.77,3896.76,3884.0,3889.82,14520.66,ETHUSDT,3851.964731949927,3813.003594323047,58.710219534427054,14.163228914339925,16.577992826925453,0
1753686900000.0,3884.1,3897.84,3875.76,3895.77,40693.2,ETHUSDT,3853.68258559895,3813.827140648191,60.97754324355457,13.79641548756308,16.02167735905298,0
1753686000000.0,3912.99,3914.35,3880.02,3884.1,61470.1,ETHUSDT,3854.875425379384,3814.526373079552,54.6400093586936,12.42086177156898,15.30151424155618,0
1753685100000.0,3912.76,3916.92,3909.76,3912.99,14387.98,ETHUSDT,3857.1544283056814,3815.50611066085,64.48159712278846,13.506215848535703,14.942454562952086,0
1753684200000.0,3922.04,3928.22,3909.97,3912.76,19116.95,ETHUSDT,3859.3350389603615,3816.473811052285,64.36187184393404,14.184299916261809,14.790823633614032,0
1753683300000.0,3933.26,3934.5,3916.57,3922.04,26597.88,ETHUSDT,3861.794057040348,3817.52422089256,67.0224344751212,15.2942028192806,14.891499470747345,0
1753682400000.0,3930.45,3935.22,3925.0,3933.26,15481.84,ETHUSDT,3864.596643038765,3818.675820684674,69.94402278782613,16.884534691226236,15.290106514843124,0
1753681500000.0,3935.55,3943.36,3927.98,3930.45,27326.4,ETHUSDT,3867.17912762548,3819.788001573384,68.3117454346505,17.713945306668393,15.774874273208177,0
1753680600000.0,3939.85,3941.08,3923.48,3935.55,45636.6,ETHUSDT,3869.8603383068335,3820.939862254246,69.69409885082733,18.568737722679543,16.33364696310245,0
1753679700000.0,3922.5,3941.28,3922.5,3939.85,51988.81,ETHUSDT,3872.605030922253,3822.123047704452,70.84877589259978,19.369857276845774,16.940889025851117,1
1753678800000.0,3903.0,3925.0,3901.57,3922.5,34656.39,ETHUSDT,3874.561696376282,3823.121823349184,60.785308163289336,18.3927303488922,17.231257290459336,1
1753677900000.0,3898.7,3907.34,3894.5,3903.0,23229.79,ETHUSDT,3875.6769239693695,3823.916631077053,51.86798511026159,15.862015743243774,16.957408981016222,0
1753677000000.0,3880.35,3902.6,3874.6,3898.7,24191.5,ETHUSDT,3876.579789696061,3824.660744200664,50.12183580839336,13.355478479635622,16.237022880740103,0
1753676100000.0,3872.01,3882.0,3868.21,3880.35,14163.55,ETHUSDT,3876.727641080529,3825.214866148917,43.40621440193749,9.775650384448,14.944748381481684,0
1753675200000.0,3879.96,3887.48,3872.01,3872.01,10502.36,ETHUSDT,3876.54263554796,3825.680489371315,40.73481024004427,6.194239194378952,13.194646544061138,0
1753674300000.0,3868.52,3880.53,3867.74,3879.96,8403.91,ETHUSDT,3876.6766498401967,3826.2205840044367,44.25662651630977,3.9518886700298026,11.346094969254873,1
